Station Number,Station Name,Province,Status,Latitude,Longitude,Year From,Year To,Gross Drainage Area (km2),Effective Drainage Area (km2),Regulation,Data Type,Operation Schedule,Sediment,RHBN,Real-Time,Datum Name,Publishing Office,Operating Agency,Contributed,Elevation
01AR012,CHAMCOOK STREAM AT LITTLE CHAMCOOK LAKE OUTLET,NB,Discontinued,45.15722,-67.09611,1968,1993,,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,45.1407814026
01AR013,GRAND FALLS FLOWAGE AT GRAND FALLS,NB,Active,45.2745,-67.49636,1980,2018,,,R,Level,Continuous,N,N,Y,INTERNATIONAL BOUNDARY COMMISSION DATUM,DARTMOUTH,,N,61
01AR014,ST. CROIX RIVER AT MILLTOWN DAM,NB,Active,45.17522,-67.2929,2006,2018,,,R,Level,Continuous,N,N,Y,NATIONAL GEODETIC VERTICAL DATUM 1929 CORP OF ENG.,DARTMOUTH,,N,13.3060626984
01BA001,RESTIGOUCHE RIVER ABOVE KEDGWICK RIVER,NB,Discontinued,47.65639,-67.49417,1973,1979,1570,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,130.6311187744
01BC001,RESTIGOUCHE RIVER BELOW KEDGWICK RIVER,NB,Active,47.66708,-67.48308,1962,2018,3160,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,DARTMOUTH,,N,116.1504821777
01BD001,MATAPEDIA (RIVIERE) EN AMONT DE LA RIVIERE ASSEMETQUAGAN,QC,Discontinued,48.08444,-67.09861,1965,1969,2770,,R,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,48.7853813171
01BD003,GILMOUR (RUISSEAU) A ROUTE 132,QC,Discontinued,48.00056,-66.99361,1979,1981,25.3,,N,Level,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,25.5867099762
01BD004,MATAPEDIA (LAC) A VAL-BRILLANT,QC,Discontinued,48.53389,-67.54556,1966,1983,558,,N,Flow and Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,158.2431945801
01BD005,LAC AU SAUMON,QC,Discontinued,48.42111,-67.32417,1968,1969,1210,,N,Level,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,140
01BD006,PORTAGE (LAC DU),QC,Discontinued,48.64361,-67.58111,1968,1974,15.3,,N,Level,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,174.7166595459
01BD007,HUMBQUI (LAC),QC,Discontinued,48.25472,-67.565,1968,1974,98.9,,N,Level,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,274.6524353027
01BD008,MATAPEDIA (RIVIERE) PRES DE AMQUI,QC,Active,48.49167,-67.45,1982,2018,558,,N,,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,163.9734344482
01BD009,MATAPEDIA (RIVIERE) A 4 KM EN AMONT DE L'ASSEMETQUAGAN,QC,Active,48.1079,-67.1302,1996,2018,2760,,N,Flow,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,57.7713699341
01BE001,UPSALQUITCH RIVER AT UPSALQUITCH,NB,Active,47.83247,-66.88708,1918,2018,2270,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,DARTMOUTH,,N,33
01BF001,NOUVELLE (RIVIERE) AU PONT,QC,Discontinued,48.15722,-66.34944,1964,2001,1140,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,18.5716743469
01BF002,NOUVELLE (RIVIERE) EN AVAL DU PONT,QC,Discontinued,48.13556,-66.31944,1967,1970,1160,,R,Level,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,8.4892654419
01BF003,NOUVELLE (RIVIERE) EN AMONT DU PONT,QC,Discontinued,48.16167,-66.38028,1967,1970,867,,R,Level,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,20
01BF004,"NOUVELLE (RIVIÈRE) A 0,2 KM EN AMONT DU PONT-ROUTE 132 A NOUVELLE",QC,Active,48.1588,-66.3488,2002,2018,1140,,N,Flow,Continuous,N,N,Y,,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,17.6474781036
01BG001,CASCAPEDIA (PETITE RIVIERE) EN AMONT DU PONT,QC,Discontinued,48.18917,-65.81194,1961,1980,1390,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,7
01BG002,BONAVENTURE (RIVIERE) EN AMONT DU PONT,QC,Discontinued,48.1,-65.46167,1965,1983,2150,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,13
01BG003,CASCAPEDIA (RIVIERE) EN AVAL DU LAC CASCAPEDIA,QC,Discontinued,48.66639,-66.18944,1966,1979,1480,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,142
01BG004,CASCAPEDIA (RIVIERE) EN AMONT DE LA RIVIERE ANGERS,QC,Discontinued,48.31778,-65.9725,1967,1972,2400,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,28.0320091248
01BG005,CASCAPEDIA (RIVIERE) EN AVAL DU RUISSEAU BERRY,QC,Active,48.62833,-66.16806,1978,2018,1680,,N,Flow,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,140.4413299561
01BG006,BASTIEN (RUISSEAU) EN AMONT DU PONT,QC,Discontinued,48.10972,-66.12694,1969,1972,12.4,,N,Flow,Continuous,Y,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,6
01BG007,CHALEURS (BAIE DES) A CARLETON,QC,Discontinued,48.09028,-66.11611,1969,1970,,,N,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,0
01BG008,CASCAPEDIA (PETITE RIVIERE) A SAINT-EDGAR,QC,Active,48.23083,-65.735,1980,2018,1340,,N,Flow,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,23
01BG009,BONAVENTURE (RIVIERE) EN AMONT DU RUISSEAU CREUX,QC,Active,48.18611,-65.55861,1982,2018,1910,,N,Flow,Continuous,N,N,Y,,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,67.3695526123
01BG010,CASCAPÉDIA (PETITE RIVIÈRE) À 0.9 KM RIVE DROITE AVAL  PONT-ROUTE À SAINT-EDGAR,QC,Discontinued,48.2323,-65.7341,1982,2018,1340,,,Flow and Level,Continuous,N,N,N,,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,26
01BH001,DARTMOUTH (RIVIERE) PRES DE CORTEREAL,QC,Discontinued,48.93306,-64.63556,1922,1970,748,,N,Flow and Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,10.4659395218
01BH002,YORK (RIVIERE) A SUNNY BANK,QC,Discontinued,48.83417,-64.625,1945,1979,1010,,N,Flow,Continuous,Y,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,10.282289505
01BH003,PORPHYRE (RUISSEAU),QC,Discontinued,48.94583,-65.48944,1951,1954,30.2,,N,Flow and Level,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,528.6657714844
01BH005,DARTMOUTH (RIVIERE) EN AMONT DU RUISSEAU DU PAS DE DAME,QC,Active,48.97972,-64.69861,1970,2018,645,,N,Flow and Level,Continuous,N,Y,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,40.9077110291
01BH006,PETITE FOURCHE (RIVIERE DE LA) EN AVAL DU LAC D'AMOURS,QC,Discontinued,49.01889,-64.55333,1973,1974,38.7,,N,Flow,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,121
01BH007,GRANDE-RIVIERE OUEST (LA),QC,Discontinued,48.47778,-64.52861,1972,1997,534,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,15.4280815125
01BH008,SAINT-JEAN (RIVIERE),QC,Discontinued,48.77167,-64.52139,1979,1989,1090,,N,Flow,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,19.3768577576
01BH009,YORK RIVIERE) EN AMONT DU RUISSEAU D'ARGENT,QC,Discontinued,48.83167,-64.685,1979,1979,972,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,16
01BH010,"YORK (RIVIERE) À 1,4 KM EN AVAL DU RUISSEAU DINNER ISLAND",QC,Active,48.80667,-64.92111,1980,2018,659,,N,Flow,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,101.2569198608
01BH011,YORK (RIVIERE) EN AVAL DU RUISSEAU DES ETROITS,QC,Discontinued,48.79833,-64.94778,1982,1989,637,,N,Flow,Continuous,N,N,N,,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,108.9629974365
01BH012,SAINT-JEAN (RIVIERE) EN AMONT DU PONT-ROUTE 132,QC,Discontinued,48.76889,-64.515,1989,2006,1090,,,Flow,Seasonal,N,N,N,,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,18
01BJ001,TETAGOUCHE RIVER NEAR WEST BATHURST,NB,Discontinued,47.65583,-65.69361,1922,1995,363,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,9.6637506485
01BJ002,EEL RIVER AT EEL RIVER CROSSING,NB,Discontinued,48.01306,-66.42333,1962,1963,100,,N,Flow,Continuous,N,N,N,,DARTMOUTH,,N,8
01BJ003,JACQUET RIVER NEAR DURHAM CENTRE,NB,Active,47.89381,-66.02522,1964,2018,510,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,DARTMOUTH,,N,9
01BJ004,EEL RIVER NEAR EEL RIVER CROSSING,NB,Discontinued,48.01444,-66.43833,1967,1983,88.6,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,16.3857631683
01BJ005,SOUTH LITTLE RIVER AT THERIAULT ROAD,NB,Discontinued,47.51861,-65.8075,1967,1971,,,R,Flow,Continuous,N,N,N,,DARTMOUTH,,N,107
01BJ006,LITTLE RIVER AT CARROLL'S FARM,NB,Discontinued,47.5675,-65.70194,1979,1979,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,34
01BJ007,RESTIGOUCHE RIVER ABOVE RAFTING GROUND BROOK,NB,Active,47.90867,-66.94806,1968,2018,7740,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,DARTMOUTH,,N,12.2835416794
01BJ008,MILLSTREAM RIVER AT ROBERTVILLE,NB,Discontinued,47.70222,-65.77639,1969,1972,105,,N,Flow,Seasonal,N,N,N,,DARTMOUTH,,N,39.1396751404
01BJ009,WALKER BROOK AT CAMPBELLTON,NB,Discontinued,47.98806,-66.69694,1980,1993,60.8,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,30
01BJ010,MIDDLE RIVER NEAR BATHURST,NB,Active,47.60839,-65.72181,1981,2018,217,,N,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,DARTMOUTH,,N,39.9809455872
01BJ011,NIGADOO RIVER NEAR ALCIDA,NB,Discontinued,47.74,-65.81278,1981,1992,123,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,67.7760162354
01BJ012,EEL RIVER NEAR DUNDEE,NB,Active,47.98789,-66.49061,1983,2018,43.2,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,DARTMOUTH,,N,56.4021339417
01BJG02,NORTH SHANNONVALE GROUNDWATER AT NORTH SHANNONVALE,NB,Active,48.01778,-66.44944,2003,2018,,,,Level,Continuous,N,N,Y,ASSUMED DATUM,DARTMOUTH,,N,24
01BK001,NEPISIGUIT RIVER AT BATHURST MINES,NB,Discontinued,47.38889,-65.82722,1918,1921,1810,,N,Flow,Continuous,N,N,N,,DARTMOUTH,,N,103
01BK002,NEPISIGUIT RIVER AT NEPISIGUIT NARROWS,NB,Discontinued,47.36194,-65.845,1922,1924,1790,,N,Flow,Miscellaneous,N,N,N,,DARTMOUTH,,N,111.1502075195
01BK003,NEPISIGUIT RIVER AT NEPISIGUIT FALLS,NB,Discontinued,47.40667,-65.795,1921,2005,1840,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,NEW BRUNSWICK ELECTRIC POWER COMMISSION,Y,127
01BK004,NEPISIGUIT RIVER NEAR PABINEAU FALLS,NB,Discontinued,47.49444,-65.68056,1957,1974,2090,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,41
01BK005,FORTY MILE BROOK AT CARIBOU DEPOT,NB,Discontinued,47.56778,-66.285,1981,1984,14.2,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,372.1119995117
01BK006,FORTY MILE BROOK (WEST BRANCH) AT CARIBOU DEPOT,NB,Discontinued,47.55944,-66.27833,1981,1989,13,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,380.256439209
01BL001,BASS RIVER AT BASS RIVER,NB,Discontinued,47.65,-65.57778,1965,1992,175,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,8
01BL002,RIVIERE CARAQUET AT BURNSVILLE,NB,Active,47.70561,-65.15539,1969,2018,173,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,DARTMOUTH,,N,12
01BL003,BIG TRACADIE RIVER AT MURCHY BRIDGE CROSSING,NB,Active,47.43578,-65.10606,1970,2018,383,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,DARTMOUTH,,N,7.3958516121
01BLG08,CARAQUET GROUNDWATER AT CARAQUET,NB,Active,47.78,-64.89194,1982,2018,,,,Level,Continuous,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,DARTMOUTH,,N,17
01BO001,SOUTHWEST MIRAMICHI RIVER AT BLACKVILLE,NB,Active,46.736,-65.82561,1918,2018,5050,,N,Flow and Level,Continuous,Y,Y,Y,ASSUMED DATUM,DARTMOUTH,,N,10.0555047989
01BO002,RENOUS RIVER AT MCGRAW BROOK,NB,Discontinued,46.82139,-66.11472,1965,1995,611,,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,DARTMOUTH,,N,55.8906669617
01BO003,BARNABY RIVER BELOW SEMIWAGAN RIVER,NB,Discontinued,46.88861,-65.59556,1973,1995,484,,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,DARTMOUTH,,N,10
01BO004,BARTIBOG RIVER BELOW HIGHWAY NO. 8,NB,Discontinued,47.19083,-65.3975,1978,1992,316,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,25.4902324677
01BOG01,MIRAMICHI GROUNDWATER AT MIRAMICHI AIRPORT,NB,Active,47.00889,-65.46472,1978,2018,,,,Level,Continuous,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,DARTMOUTH,,N,31
01BP001,LITTLE SOUTHWEST MIRAMICHI RIVER AT LYTTLETON,NB,Active,46.93597,-65.90739,1952,2018,1340,,N,Flow and Level,Continuous,Y,Y,Y,ASSUMED DATUM,DARTMOUTH,,N,10.9755020142
01BP002,CATAMARAN BROOK AT REPAP ROAD BRIDGE,NB,Active,46.85656,-66.19011,1989,2018,28.7,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,DARTMOUTH,,N,156.0830230713
01BQ001,NORTHWEST MIRAMICHI RIVER AT TROUT BROOK,NB,Active,47.09475,-65.8365,1962,2018,948,,N,Flow and Level,Continuous,Y,Y,Y,ASSUMED DATUM,DARTMOUTH,,N,18.1797332764
01BQ002,LITTLE SOUTH BRANCH TOMOGONOPS RIVER AT FRESH WATER POND,NB,Discontinued,47.29528,-66.065,1967,1993,,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,316.5440063477
01BQ003,LITTLE SOUTH BRANCH TOMOGONOPS RIVER BELOW B PIT,NB,Discontinued,47.29111,-66.04278,1969,1992,,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,291.0289001465
01BQ004,SOUTH BRANCH TOMOGONOPS RIVER AT TAILINGS POND SITE NO. 1,NB,Discontinued,47.27667,-66.06167,1976,1977,,,R,Level,Seasonal,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,340
01BQ005,SOUTH BRANCH TOMOGONOPS RIVER AT TAILINGS POND SITE NO. 2,NB,Discontinued,47.26806,-66.07222,1967,1969,,,R,Level,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,324.1715393066
01BQ006,SOUTH BRANCH TOMOGONOPS RIVER NEAR HEATH STEEL MINES,NB,Discontinued,47.25472,-65.96722,1969,1992,,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,189.6053161621
01BQ007,TOMOGONOPS RIVER AT THE MOUTH,NB,Discontinued,47.23306,-65.83611,1972,1979,158,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,60.5840606689
01BQ008,TOMOGONOPS RIVER AT TAILINGS POND SITE NO. 3,NB,Discontinued,47.27139,-66.06583,1971,1972,,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,325.8057861328
01BR001,KOUCHIBOUGUAC RIVER NEAR VAUTOUR,NB,Discontinued,46.74333,-65.20472,1930,1995,177,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,30.0157585144
01BS001,COAL BRANCH RIVER AT BEERSVILLE,NB,Active,46.44394,-65.06494,1964,2018,166,,N,Flow and Level,Continuous,Y,Y,Y,ASSUMED DATUM,DARTMOUTH,,N,14
01BSG04,FORD BANK GROUNDWATER AT FORD BANK,NB,Active,46.49278,-64.99694,2003,2018,,,,Level,Continuous,N,N,Y,ASSUMED DATUM,DARTMOUTH,,N,34.0737838745
01BT001,KINNEAR RIVER NEAR HAUTE-ABOUJAGANE,NB,Discontinued,46.15278,-64.385,1985,1993,32.1,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,38.2651672363
01BTG02,POINT DE BUTE GROUNDWATER AT POINT DE BUTE,NB,Active,45.92722,-64.22111,2003,2018,,,,Level,Continuous,N,N,Y,ASSUMED DATUM,DARTMOUTH,,N,26.5866107941
01BU001,PETITCODIAC RIVER NEAR SALISBURY,NB,Discontinued,46.01667,-65.06667,1928,1929,746,,N,Flow,Seasonal,N,N,N,,DARTMOUTH,,N,19.1270675659
01BU002,PETITCODIAC RIVER NEAR PETITCODIAC,NB,Active,45.94639,-65.16819,1961,2018,391,,N,Flow and Level,Continuous,Y,Y,Y,ASSUMED DATUM,DARTMOUTH,,N,24
01BU003,TURTLE CREEK AT TURTLE CREEK,NB,Discontinued,45.9595,-64.878,1962,2010,129,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,57.2767677307
01BU004,PALMERS CREEK NEAR DORCHESTER,NB,Discontinued,45.88722,-64.51639,1966,1985,34.2,,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,DARTMOUTH,,N,11.9319047928
01BU005,HAYWARD BROOK SITE NO. 1 NEAR PETITCODIAC,NB,Discontinued,45.86528,-65.15806,1993,1998,4.3,,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,DARTMOUTH,,N,133
01BU006,HAYWARD BROOK SITE NO. 4 NEAR PETITCODIAC,NB,Discontinued,45.87806,-65.18056,1993,1998,1.37,,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,DARTMOUTH,,N,72.3330612183
01BU007,HAYWARD BROOK SITE NO. 5 NEAR PETITCODIAC,NB,Discontinued,45.87139,-65.185,1993,2001,6.49,,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,DARTMOUTH,,N,70
01BU008,HAYWARD BROOK SITE NO. 6 NEAR PETITCODIAC,NB,Discontinued,45.87306,-65.18778,1993,2001,2.34,,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,DARTMOUTH,,N,69
01BU009,HOLMES BROOK SITE NO. 9 NEAR PETITCODIAC,NB,Active,45.88786,-65.14678,1995,2018,6.2,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,DARTMOUTH,,N,86.2608413696
01BU010,PETITCODIAC RIVER BELOW CAUSEWAY,NB,Discontinued,46.06528,-64.80694,1999,2016,,,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,DARTMOUTH,,N,3
01BU011,PETITCODIAC RIVER ABOVE CAUSEWAY,NB,Discontinued,46.06533,-64.80694,1999,2016,,,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,DARTMOUTH,,N,3
01BU012,PETITCODIAC RIVER ABOVE HALLS CREEK,NB,Discontinued,46.0925,-64.76444,1999,2004,,,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,DARTMOUTH,,N,0
01BU013,PETITCODIAC RIVER ABOVE TURTLE CREEK,NB,Discontinued,46.04806,-64.89611,1999,2004,,,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,DARTMOUTH,,N,7.2255291939
01BU014,PETITCODIAC RIVER AT DOVER,NB,Discontinued,45.99,-64.68333,2003,2004,,,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,DARTMOUTH,,N,7.4476852417
01BU015,PETITCODIAC RIVER NEAR BEAUMONT,NB,Discontinued,45.87139,-64.56639,2003,2004,,,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,DARTMOUTH,,N,19.4156036377
01BV001,MISPEC STREAM AT BLACK RIVER ROAD CROSSING,NB,Discontinued,45.27028,-65.89528,1918,1920,137,,N,Flow,Seasonal,N,N,N,,DARTMOUTH,,N,79.0394515991
01BV002,KINNIE BROOK AT FUNDY NATIONAL PARK,NB,Discontinued,45.61167,-64.96333,1957,1958,6.48,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,156.7851715088
01BV003,UPPER SALMON RIVER AT ALMA,NB,Discontinued,45.61,-64.95833,1957,1958,181,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,13.6224708557
01BV004,BLACK RIVER AT GARNET SETTLEMENT,NB,Active,45.30658,-65.84922,1960,2018,40.4,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,DARTMOUTH,,N,80.4863510132
01BV005,RATCLIFFE BROOK BELOW OTTER LAKE,NB,Discontinued,45.36778,-65.81167,1960,1971,29.3,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,118.4444885254
01BV006,POINT WOLFE RIVER AT FUNDY NATIONAL PARK,NB,Active,45.55856,-65.01597,1964,2018,130,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,DARTMOUTH,,N,45.4798698425
01BV007,UPPER SALMON RIVER NEAR ALMA,NB,Discontinued,45.61111,-64.95611,1967,1979,181,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,77.8516769409
01BV008,BIG SALMON RIVER NEAR ST. MARTINS,NB,Discontinued,45.42417,-65.41167,1971,1979,287,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,5.1871986389
01BV009,IMPOUNDMENT B AT NEW HORTON,NB,Discontinued,45.6975,-64.69472,1991,1994,0.5,,,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,4.6222586632
01BV010,DICKSON BROOK AT FUNDY NATIONAL PARK,NB,Discontinued,45.59142,-64.95706,2006,2010,8.81,8.81,N,Flow,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,DARTMOUTH,,N,18.3844108582
01CA001,CARRUTHERS BROOK NEAR HOWLAN,PE,Discontinued,46.73528,-64.225,1919,1922,38.8,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,18.7386741638
01CA002,TROUT RIVER NEAR TYNE VALLEY,PE,Discontinued,46.56333,-63.94,1919,1922,22.1,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,10
01CA003,CARRUTHERS BROOK NEAR ST. ANTHONY,PE,Active,46.74411,-64.187,1961,2018,46.8,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,DARTMOUTH,,N,8
01CA004,SMELT CREEK NEAR ELLERSLIE,PE,Discontinued,46.60167,-63.93722,1967,1979,17.3,,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,DARTMOUTH,,N,4.1220979691
01CA005,MIMINEGASH RIVER AT ST. LAWRENCE,PE,Discontinued,46.84833,-64.19778,1991,1993,31.8,,,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,23.0527324677
01CB001,DUNK RIVER AT ROGERS MILL,PE,Discontinued,46.34222,-63.61111,1919,1933,98.6,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,16
01CB002,DUNK RIVER AT WALL ROAD,PE,Active,46.34586,-63.63333,1961,2018,114,,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,DARTMOUTH,,N,10.2174081802
01CB003,PLAT RIVER AT SHERBROOKE,PE,Discontinued,46.42333,-63.77722,1970,1982,4.51,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,DARTMOUTH,,N,4
01CB004,WILMOT RIVER NEAR WILMOT VALLEY,PE,Active,46.39331,-63.65939,1972,2018,45.4,,R,Flow and Level,Continuous,Y,Y,Y,ASSUMED DATUM,DARTMOUTH,,N,8
01CB005,NORTH BROOK NEAR WALL ROAD,PE,Discontinued,46.34694,-63.63278,1971,1987,12.9,,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,DARTMOUTH,,N,11.4006414413
01CB006,EMERALD BROOK NEAR EMERALD,PE,Discontinued,46.35944,-63.55806,1974,1992,5.59,,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,DARTMOUTH,,N,25.4867916107
01CB007,EAST BRANCH DUNK RIVER AT ELLIOTT,PE,Discontinued,46.36306,-63.46333,1974,1975,10.7,,N,Flow,Seasonal,Y,N,N,ASSUMED DATUM,DARTMOUTH,,N,49.59998703
